Date,Close,High,Low,Open,Volume
27/02/12,4165.044434,4294.794266,4156.74464,4294.794266,7909500
28/02/12,4258.494629,4264.644523,4181.144629,4181.144629,7755200
29/02/12,4275.544434,4325.444762,4242.794475,4285.644519,8691800
01/03/12,4243.744629,4265.044407,4215.394567,4265.044407,7898600
02/03/12,4254.494629,4285.044395,4229.044466,4259.994622,7003200
05/03/12,4195.444824,4246.844661,4186.544445,4246.844661,6038700
06/03/12,4151.394531,4270.44467,4140.84474,4187.59468,8061100
07/03/12,4146.944824,4164.444802,4110.894578,4142.994634,7006500
09/03/12,4238.844727,4243.144526,4187.144597,4187.144597,6382500
12/03/12,4265.244629,4286.244602,4239.994661,4286.244602,6691400
13/03/12,4317.644043,4323.793937,4282.594286,4282.594286,7074200
14/03/12,4343.043945,4365.49411,4323.14407,4351.144032,7002400
15/03/12,4275.744629,4342.194741,4262.644548,4342.194741,6874000
16/03/12,4226.044434,4322.044312,4219.39454,4275.744566,8911900
19/03/12,4176.994629,4236.694747,4162.64455,4236.694747,5835600
20/03/12,4197.044434,4210.194807,4161.894576,4177.044459,5773700
21/03/12,4270.894531,4276.294427,4184.744737,4192.894629,6629200
22/03/12,4165.294434,4291.044271,4153.994643,4268.7943,7908000
23/03/12,4202.244629,4223.544406,4157.694881,4180.144559,5951100
26/03/12,4131.244629,4200.144442,4125.894538,4200.144442,5989600
27/03/12,4168.544434,4190.144503,4131.694872,4163.494635,6697000
28/03/12,4129.144531,4162.644488,4112.794455,4162.244586,5726700
29/03/12,4124.444824,4132.494618,4089.744674,4102.39456,7846800
30/03/12,4221.794434,4226.644525,4139.644636,4139.644636,6225900
02/04/12,4246.944824,4257.094714,4219.944858,4222.194856,5037400
03/04/12,4283.094238,4295.594221,4266.244164,4266.244164,5457300
04/04/12,4262.194824,4272.294421,4246.844746,4266.694819,4740000
09/04/12,4193.894531,4240.044374,4189.394537,4240.044374,4205800
10/04/12,4196.694824,4207.394518,4172.144563,4204.744619,5440700
11/04/12,4179.394531,4209.99459,4161.794456,4177.894533,5470000
12/04/12,4216.544434,4227.894517,4190.294467,4190.294467,5258700
13/04/12,4169.544434,4245.694726,4163.044442,4205.094681,5451000
16/04/12,4186.694824,4189.94482,4160.34476,4160.34476,4097500
17/04/12,4232.094727,4235.844722,4178.544502,4208.744659,5698600
18/04/12,4241.994629,4274.744587,4237.794439,4249.044425,5880100
19/04/12,4259.894531,4266.194816,4236.644561,4253.244637,4790700
20/04/12,4226.344727,4263.494582,4198.544469,4249.794404,4923200
23/04/12,4154.844727,4243.644416,4146.894542,4218.994546,4783500
24/04/12,4163.994629,4172.694813,4135.444861,4163.194825,4734800
25/04/12,4146.294434,4177.844686,4117.494666,4163.694802,5056500
26/04/12,4133.144531,4155.594697,4129.344732,4153.194798,6596000
27/04/12,4131.144531,4161.144492,4106.194857,4133.244626,5060600
30/04/12,4178.344727,4186.394521,4143.144576,4143.144576,4762800
02/05/12,4171.294434,4203.294392,4163.794443,4181.994615,5023600
03/05/12,4128.644531,4155.744594,4123.044441,4155.744594,4934500
04/05/12,4050.844727,4118.894441,4039.444595,4116.494542,5966800
07/05/12,4074.94458,4081.644522,3973.744762,4012.29476,6511300
08/05/12,3992.544922,4085.544802,3979.844987,4075.394669,5777700
09/05/12,3963.694824,3999.644729,3952.444839,3974.644761,5886800
10/05/12,3959.594971,4012.044854,3948.544936,3968.844959,5526500
11/05/12,3928.244873,3961.694781,3910.544945,3944.644754,5416700
14/05/12,3906.894775,3946.04487,3884.294952,3931.344939,4538600
15/05/12,3932.894775,3938.894768,3884.544985,3885.644837,5417200
16/05/12,3871.394775,3895.144744,3854.094994,3895.144744,5833600
17/05/12,3879.144775,3923.694765,3866.094988,3882.744868,5239900
18/05/12,3889.044922,3899.644761,3818.244966,3837.944892,4994900
21/05/12,3904.444824,3926.844941,3887.694846,3887.694846,4330300
22/05/12,3869.794922,3940.044829,3863.244882,3931.594889,4794100
23/05/12,3848.794922,3859.944809,3828.394803,3859.944809,4383500
24/05/12,3904.844971,3911.244865,3844.194904,3864.244926,4629600
25/05/12,3910.594971,3921.094957,3887.744903,3896.344989,4445000
28/05/12,3961.044922,3966.294915,3917.144832,3917.144832,4011100
29/05/12,3961.094971,3983.544893,3955.794929,3972.044908,4542400
30/05/12,3923.844971,3946.644746,3920.544926,3946.644746,4718300
31/05/12,3913.044922,3923.094958,3878.944869,3893.69485,8416200
01/06/12,3851.944824,3915.744788,3845.844979,3905.694753,4834200
04/06/12,3850.794922,3857.144767,3793.444901,3827.294953,4606400
05/06/12,3862.544922,3888.394741,3851.744887,3862.644775,4488000
06/06/12,3958.994873,3967.394765,3875.54503,3875.54503,6034000
07/06/12,3996.494873,4000.344966,3966.994911,3980.394796,5801600
08/06/12,4010.94458,4019.794666,3959.294747,3993.34475,5494900
11/06/12,3998.044922,4054.04485,3989.794932,4026.944787,6564800
12/06/12,4040.894531,4047.544669,3976.544763,3976.544763,5576400
13/06/12,4043.744629,4062.194556,4030.394549,4041.894534,5272700
14/06/12,3992.244873,4049.294849,3987.94483,4034.744818,4685900
15/06/12,4047.44458,4052.494622,4000.494691,4000.494691,4557200
18/06/12,3991.344971,4085.194704,3976.394795,4067.044825,5242300
19/06/12,4016.44458,4022.594718,3976.144585,3983.194625,4942300
20/06/12,4037.794678,4049.544662,4020.7947,4022.394552,4743200
21/06/12,4074.19458,4076.444577,4021.994698,4024.844792,5051600
22/06/12,4063.744629,4072.244618,4025.69463,4038.894564,5674900
25/06/12,4044.744629,4103.394453,4040.144537,4070.744594,5038000
26/06/12,4053.19458,4060.44457,4034.344752,4040.794694,3917800
27/06/12,4069.844727,4081.144516,4060.394544,4069.294678,4056300
28/06/12,4075.044678,4083.64452,4056.894555,4073.794679,5853300
29/06/12,4170.644531,4174.19482,4098.594819,4098.594819,6732500
02/07/12,4180.894531,4196.144512,4165.844746,4173.594736,5741900
03/07/12,4196.694824,4212.444804,4181.844746,4192.344732,6222500
04/07/12,4213.044434,4217.544428,4190.444853,4209.144536,6213500
05/07/12,4236.944824,4240.894526,4206.14457,4210.094761,6201600
06/07/12,4224.144531,4235.544419,4207.544455,4235.544419,6056600
09/07/12,4184.144531,4208.994597,4171.29445,4205.594699,4896600
10/07/12,4235.794434,4236.994627,4190.444882,4190.444882,4904400
11/07/12,4210.644531,4234.744598,4208.394534,4219.044423,5166900
12/07/12,4164.594727,4179.744609,4149.844746,4173.894519,4986100
13/07/12,4156.744629,4189.844684,4152.794439,4168.844711,4644800
16/07/12,4134.744629,4170.994582,4130.794439,4159.644499,4197000
17/07/12,4123.044434,4161.694774,4117.094734,4151.894494,4274500
18/07/12,4139.744629,4143.344722,4102.644579,4126.294451,4573000
19/07/12,4157.294434,4170.09471,4152.29444,4158.494627,4229900
20/07/12,4134.744629,4154.394506,4127.294443,4151.994606,3951400
23/07/12,4069.044678,4111.294378,4060.294689,4111.294378,4147300
24/07/12,4079.294678,4086.194571,4057.64456,4074.944586,4761000
25/07/12,4062.394531,4073.644516,4040.094756,4073.644516,5249600
26/07/12,4003.594727,4072.294586,3996.344736,4071.694489,8356800
27/07/12,4028.244629,4080.344657,4015.094744,4048.894504,6015400
30/07/12,4104.094727,4107.744624,4044.944657,4044.944657,4678600
31/07/12,4126.444824,4130.594721,4072.344797,4112.544452,5453200
01/08/12,4141.844727,4144.594723,4118.444855,4121.894557,4659500
02/08/12,4138.894531,4140.544431,4124.994647,4137.644533,3817700
03/08/12,4129.044434,4132.644527,4094.744674,4120.994639,4310300
06/08/12,4172.444824,4184.644516,4154.244652,4154.244652,4146300
07/08/12,4206.144531,4217.04442,4174.894571,4179.644565,4509600
08/08/12,4201.594727,4229.994593,4196.394538,4210.994617,5655600
09/08/12,4190.144531,4221.994588,4181.944835,4207.394509,5274700
10/08/12,4186.944824,4192.394524,4169.044457,4181.944831,4100100
13/08/12,4213.244629,4216.494625,4184.494666,4184.744665,3953200
14/08/12,4234.494629,4239.094721,4201.894573,4210.394562,4270500
16/08/12,4222.644531,4242.344702,4218.44483,4237.694805,4632900
17/08/12,4223.694824,4252.294397,4206.494651,4225.894528,5239900
21/08/12,4257.944824,4259.894529,4225.044475,4225.044475,4087900
22/08/12,4249.644531,4266.194803,4243.794441,4243.794441,4226300
23/08/12,4248.044434,4274.044401,4233.39455,4256.794423,4851600
24/08/12,4225.994629,4235.844714,4213.094743,4235.344715,5145400
27/08/12,4194.944824,4235.394479,4193.194826,4226.644491,4278300
28/08/12,4176.344727,4199.894501,4155.094754,4193.694802,5586600
29/08/12,4143.594727,4181.444775,4139.44483,4181.444775,5051700
30/08/12,4162.944824,4173.144518,4119.094783,4132.944863,7592000
31/08/12,4129.894531,4162.494587,4115.444843,4153.594696,5164400
03/09/12,4128.094727,4157.444786,4120.794443,4139.994613,4036200
04/09/12,4148.294434,4149.944822,4118.39457,4125.594756,4364900
05/09/12,4115.344727,4140.694791,4110.894537,4131.594705,4395300
06/09/12,4125.944824,4142.094706,4110.794453,4110.794453,4152300
07/09/12,4195.744629,4198.094724,4165.39457,4165.39457,4403600
10/09/12,4217.844727,4223.994621,4205.644547,4212.594733,3707600
11/09/12,4234.594727,4236.244627,4201.094769,4202.594767,4219700
12/09/12,4260.244629,4262.094724,4236.844756,4242.644553,4660100
13/09/12,4259.994629,4273.844709,4252.844736,4262.494626,4490900
14/09/12,4348.793945,4353.644036,4311.594288,4311.594288,6685300
17/09/12,4383.094238,4400.594215,4359.244173,4378.894049,8925400
18/09/12,4390.844238,4401.744126,4371.894068,4378.944352,7706100
20/09/12,4358.944336,4379.894015,4349.744153,4355.94434,6419700
21/09/12,4456.144043,4472.094217,4371.844349,4371.844349,9702400
24/09/12,4450.944336,4481.244101,4446.944341,4456.543938,9221500
25/09/12,4460.394043,4476.844217,4440.444362,4454.344246,9497800
26/09/12,4457.994141,4466.793934,4439.994164,4448.944348,7449500
27/09/12,4458.144043,4483.894009,4450.594248,4463.744133,9816000
28/09/12,4504.344238,4524.394017,4478.293979,4478.293979,7062200
01/10/12,4522.944336,4524.994138,4504.293969,4505.293968,5422600
03/10/12,4539.594238,4548.244129,4526.594255,4528.094253,6799600
04/10/12,4579.394043,4597.64402,4551.144079,4551.144079,8780700
05/10/12,4547.894043,4602.094168,4510.793993,4595.143982,8668700
08/10/12,4499.844238,4550.643977,4493.344247,4550.643977,6092300
09/10/12,4523.244141,4541.594215,4505.594261,4517.844245,6021400
10/10/12,4477.293945,4509.793903,4474.594242,4504.244105,5972700
11/10/12,4523.594238,4531.844228,4465.444411,4483.694388,7401200
12/10/12,4506.144043,4544.694286,4500.844245,4509.043942,6668400
15/10/12,4511.844238,4516.894036,4490.744168,4505.094247,4494700
16/10/12,4480.444336,4533.344169,4473.994149,4522.244086,5396800
17/10/12,4488.494141,4505.89402,4468.043972,4499.194322,5709400
18/10/12,4535.194336,4536.594236,4486.244204,4497.043995,6005800
19/10/12,4509.444336,4533.444305,4491.594261,4526.344216,5368900
22/10/12,4528.444336,4530.543943,4489.793995,4499.944373,4245300
23/10/12,4509.994141,4534.494109,4505.444342,4527.543923,4557700
25/10/12,4518.394043,4524.144036,4504.89406,4508.744153,6775800
29/10/12,4474.994141,4503.244104,4461.144061,4480.844231,4360400
30/10/12,4424.094238,4490.194248,4418.543953,4469.844178,5311500
31/10/12,4448.844238,4451.894039,4416.244184,4423.394076,5128600
01/11/12,4473.844238,4476.744137,4440.744184,4443.394083,4770900
02/11/12,4510.244141,4521.244126,4502.793955,4502.793955,5136100
05/11/12,4511.293945,4519.543935,4495.594259,4507.494146,3791800
06/11/12,4528.293945,4531.644039,4505.444366,4505.444366,4626900
07/11/12,4559.094238,4571.244125,4524.094283,4525.144087,5793400
08/11/12,4548.944336,4552.594234,4519.293984,4530.293969,5552100
09/11/12,4508.793945,4563.043875,4505.04395,4544.694289,5509800
12/11/12,4519.244141,4529.543932,4504.094258,4509.944348,5325000
15/11/12,4496.994141,4508.594223,4474.793974,4508.594223,6983800
16/11/12,4451.094238,4513.444254,4441.944348,4493.44428,6145300
19/11/12,4437.244141,4466.394004,4424.494157,4453.043924,4822600
20/11/12,4428.394043,4465.844189,4411.144066,4456.194299,5378400
21/11/12,4458.444336,4461.444332,4419.494192,4434.644074,4775500
22/11/12,4471.793945,4482.194322,4455.694357,4466.293953,4389900
23/11/12,4474.144043,4482.144032,4450.244172,4476.094236,4384800
26/11/12,4493.594238,4500.744131,4482.494155,4486.444345,5071700
27/11/12,4562.394043,4566.444331,4506.294017,4506.294017,6884200
29/11/12,4631.894043,4635.644038,4567.794026,4567.794026,9546500
30/11/12,4675.243652,4677.793454,4638.293507,4638.293507,11054000
03/12/12,4685.043457,4695.093736,4670.743672,4674.543471,6938800
04/12/12,4701.443848,4705.743647,4677.393587,4682.793482,6870300
05/12/12,4712.09375,4726.143536,4707.043464,4711.393556,7083700
06/12/12,4740.193848,4746.793448,4675.143642,4726.643573,7527400
07/12/12,4724.243652,4758.043412,4712.293473,4742.093726,7252500
10/12/12,4731.893555,4737.543449,4715.943869,4729.293461,5816900
11/12/12,4716.243652,4771.793382,4689.64359,4740.393522,7147500
12/12/12,4709.84375,4735.243618,4699.993666,4726.993629,6177600
13/12/12,4674.043457,4724.343682,4667.143564,4716.843692,6823600
14/12/12,4698.793457,4701.743648,4666.993695,4671.543494,5531300
17/12/12,4693.943848,4710.593727,4688.193855,4688.193855,5269400
18/12/12,4727.84375,4731.893549,4670.893631,4702.693881,7182500
19/12/12,4755.293457,4761.293449,4739.643576,4739.643576,7228500
20/12/12,4746.393555,4757.743637,4720.043492,4757.743637,6141000
21/12/12,4686.893555,4730.343691,4683.093755,4730.343691,6067300
24/12/12,4694.993652,4704.993639,4687.59376,4698.743647,4303300
26/12/12,4731.59375,4739.743641,4700.243694,4700.243694,5050300
27/12/12,4706.34375,4746.8935,4702.14356,4745.4936,7297500
28/12/12,4738.293457,4742.543451,4715.093781,4716.043487,5326600
31/12/12,4743.443848,4748.643548,4734.343762,4734.343762,4422700
01/01/13,4786.193848,4792.893546,4761.793489,4761.793489,4631300
02/01/13,4818.893555,4830.893539,4804.143574,4804.143574,6137400
03/01/13,4835.693848,4839.843745,4814.793484,4831.64356,6407600
04/01/13,4843.993652,4846.343747,4816.543493,4837.143564,7433300
07/01/13,4831.443848,4861.343711,4823.893565,4858.643519,7423500
08/01/13,4837.943848,4840.743649,4811.243687,4828.69386,6288100
09/01/13,4815.743652,4857.743597,4808.043467,4840.643522,8217600
10/01/13,4809.193848,4843.14351,4792.643577,4831.243623,7665700
11/01/13,4778.143555,4835.993575,4770.543467,4833.593676,6445400
14/01/13,4836.693848,4843.593741,4779.793532,4786.993718,5744500
15/01/13,4858.893555,4867.793445,4833.593783,4844.343769,6005300
16/01/13,4807.543457,4860.743582,4801.043466,4854.693785,6011900
17/01/13,4831.34375,4842.093736,4803.793493,4807.293489,5848800
18/01/13,4844.043457,4861.693825,4834.393567,4842.843752,6221600
21/01/13,4855.993652,4862.293449,4845.393569,4855.893555,5314300
22/01/13,4822.34375,4872.693781,4817.593756,4854.893512,5811800
23/01/13,4814.793457,4841.343715,4786.793494,4824.943834,6810500
24/01/13,4763.84375,4820.943772,4758.24366,4809.943786,8896600
25/01/13,4816.443848,4819.493648,4757.843827,4766.89362,8192200
28/01/13,4818.293457,4831.04344,4808.79347,4820.693844,5440800
29/01/13,4794.793457,4845.69378,4790.89356,4812.693824,7274700
30/01/13,4797.143555,4814.743629,4788.843761,4803.343742,6117900
31/01/13,4795.293457,4803.643544,4784.193862,4791.493657,9188600
01/02/13,4775.893555,4814.493601,4769.093759,4798.893524,6725300
04/02/13,4759.243652,4802.69379,4755.543462,4790.693806,5831100
05/02/13,4733.59375,4743.493639,4723.143569,4737.39355,5643700
06/02/13,4738.09375,4761.393523,4734.543462,4751.143537,5961800
07/02/13,4713.243652,4753.8935,4705.893565,4725.193832,5683000
08/02/13,4682.543457,4720.9936,4668.893573,4707.89352,5973400
11/02/13,4677.84375,4692.243633,4668.793469,4691.843731,4233500
12/02/13,4690.293457,4693.193844,4659.843791,4675.893574,6692700
13/02/13,4688.443848,4726.493601,4682.893562,4701.843732,5746800
14/02/13,4650.344238,4692.994087,4642.293955,4688.494093,6485300
15/02/13,4647.244141,4653.84423,4616.894081,4634.793961,5645700
18/02/13,4659.59375,4668.99364,4646.543475,4647.943864,4194500
19/02/13,4697.09375,4701.743646,4652.093811,4660.743701,4674300
20/02/13,4698.34375,4718.093723,4695.993656,4711.993634,5896200
21/02/13,4621.744141,4679.39397,4617.194342,4679.39397,5592500
22/02/13,4621.793945,4640.444312,4607.894061,4613.744151,4860200
25/02/13,4611.644043,4638.244107,4590.494167,4633.394015,5678300
26/02/13,4537.094238,4602.244056,4529.194346,4602.244056,5385200
27/02/13,4568.194336,4583.244121,4527.293998,4550.444359,6972800
28/02/13,4477.494141,4608.493969,4464.694353,4589.243994,13247500
01/03/13,4499.744141,4515.74412,4475.293977,4482.994162,6701200
04/03/13,4470.144043,4491.34421,4450.594264,4491.34421,7799600
05/03/13,4538.994141,4542.494136,4483.644114,4483.644114,6622000
06/03/13,4570.444336,4581.094225,4555.24416,4557.094255,6410400
07/03/13,4601.543945,4608.34423,4560.793997,4560.793997,5137800
08/03/13,4660.643555,4664.343745,4612.993717,4612.993717,5727700
11/03/13,4661.243652,4682.693818,4653.84376,4660.993653,4875100
12/03/13,4636.894043,4669.844197,4622.494159,4662.64401,4936800
13/03/13,4584.994141,4620.393998,4579.444343,4620.393998,4958500
14/03/13,4625.744141,4631.444329,4540.394151,4582.144098,5819700
15/03/13,4598.194336,4655.844165,4594.54395,4629.144004,6158900
18/03/13,4572.644043,4583.194322,4555.994162,4566.944343,4167700
19/03/13,4500.844238,4587.444223,4492.194347,4586.094127,6240400
20/03/13,4446.043945,4500.143972,4437.994151,4497.744072,7405500
21/03/13,4413.494141,4489.293845,4407.444344,4452.643991,6610800
22/03/13,4404.494141,4431.744104,4386.29397,4413.944323,6077400
25/03/13,4390.293945,4453.643958,4382.494151,4436.094177,5938600
26/03/13,4394.594238,4400.543937,4376.844262,4378.994161,4888000
28/03/13,4438.344238,4444.144035,4370.144133,4397.844292,7406700
01/04/13,4465.594238,4471.194329,4441.394075,4449.34426,4347000
02/04/13,4508.793945,4511.194333,4459.344303,4460.894105,5138300
03/04/13,4457.194336,4515.293869,4442.043965,4503.994079,6294900
04/04/13,4378.644043,4433.39397,4373.244148,4433.194263,5162800
05/04/13,4366.644043,4386.494114,4353.344256,4373.594229,4972800
08/04/13,4361.144043,4381.293918,4358.494144,4365.644037,3772200
09/04/13,4323.394043,4403.994031,4319.144049,4379.143967,4749300
10/04/13,4366.444336,4370.444331,4304.994223,4349.094262,5222400
11/04/13,4388.043945,4397.793932,4353.694382,4393.644035,4827900
12/04/13,4352.744141,4362.844225,4335.594261,4343.644055,4286700
15/04/13,4376.043945,4395.69431,4335.644097,4338.543996,4657600
16/04/13,4457.543945,4463.59423,4368.64416,4368.64416,5284000
17/04/13,4461.744141,4496.244095,4449.894059,4471.194324,5986400
18/04/13,4526.793945,4532.644035,4457.694425,4457.694425,5227600
22/04/13,4574.394043,4581.043937,4531.744195,4531.744195,5933700
23/04/13,4572.394043,4581.043934,4540.594279,4581.043934,5443200
25/04/13,4624.293945,4628.244136,4586.144091,4586.144091,6781700
26/04/13,4591.644043,4620.644006,4583.944346,4615.944305,4977800
29/04/13,4620.894043,4628.144034,4592.994176,4595.543977,4701800
30/04/13,4641.744141,4658.344217,4595.194395,4640.043947,5518600
02/05/13,4695.043457,4706.393539,4630.393642,4630.393642,5626000
03/05/13,4659.09375,4696.593699,4651.043468,4692.093705,5733100
06/05/13,4685.59375,4688.293453,4652.243698,4659.543492,4680000
07/05/13,4737.543457,4741.593745,4694.693905,4694.693905,5188900
08/05/13,4754.443848,4760.843741,4725.243691,4751.693851,5240100
09/05/13,4737.693848,4763.993617,4731.093759,4759.993622,4954200
10/05/13,4769.193848,4774.393548,4735.593795,4735.593795,4513400
13/05/13,4689.743652,4776.44373,4684.343757,4773.893441,4259400
14/05/13,4702.493652,4721.493627,4684.343774,4694.793467,4078100
15/05/13,4810.943848,4815.043452,4718.543579,4718.543579,6172400
16/05/13,4830.243652,4844.893535,4799.793497,4799.793497,5967900
17/05/13,4847.09375,4853.543449,4814.5435,4832.743671,6007400
20/05/13,4821.943848,4877.643481,4814.993661,4854.943804,5177500
21/05/13,4788.193848,4833.743592,4780.293468,4819.043416,4851400
22/05/13,4766.84375,4814.043394,4753.143573,4798.293415,4783200
23/05/13,4668.193848,4751.593637,4659.843761,4737.293363,6207000
24/05/13,4685.59375,4699.893535,4644.593806,4695.393541,4856100
27/05/13,4756.393555,4764.343739,4684.393651,4690.443936,3872100
28/05/13,4777.043457,4789.243636,4743.943892,4758.993676,4401300
29/05/13,4766.643555,4783.893532,4744.993681,4781.743632,4570100
30/05/13,4773.993652,4777.693843,4745.093788,4745.093788,6236900
31/05/13,4681.443848,4759.193742,4675.793465,4759.193742,6346600
03/06/13,4659.293457,4693.643508,4640.843775,4688.59371,4529700
04/06/13,4652.543945,4695.494087,4645.144052,4661.994129,4444500
05/06/13,4656.493652,4663.243643,4629.943884,4644.343767,4424000
06/06/13,4653.394043,4676.594209,4619.043989,4634.543969,4588300
07/06/13,4621.094238,4687.793861,4615.194343,4640.694311,4596300
10/06/13,4604.394043,4656.694269,4590.543963,4638.744097,4794900
11/06/13,4529.844238,4593.944253,4523.944344,4582.694268,6035900
12/06/13,4502.194336,4525.99411,4487.793964,4515.994123,5403000
13/06/13,4447.394043,4478.043905,4441.744148,4464.043923,5045900
14/06/13,4525.944336,4533.444326,4480.844297,4480.844297,4732700
17/06/13,4557.494141,4560.244137,4498.694412,4533.894073,4301000
18/06/13,4540.694336,4574.393999,4534.444344,4553.043929,4706100
19/06/13,4552.694336,4556.444331,4523.444374,4534.944359,4418400
20/06/13,4429.644043,4504.643944,4424.444343,4504.643944,5225600
21/06/13,4420.144043,4446.79391,4392.14408,4415.244147,6058800
24/06/13,4345.594238,4400.793871,4331.694355,4400.793871,5319500
25/06/13,4350.094238,4389.194283,4317.69438,4356.444327,6295200
26/06/13,4335.494141,4371.844189,4330.094246,4365.4941,5087100
27/06/13,4393.894043,4400.543936,4360.29399,4376.994163,6765800
28/06/13,4510.894043,4516.344231,4441.344329,4441.344329,6100000
01/07/13,4572.043945,4574.543942,4506.494225,4509.344319,5503600
02/07/13,4542.793945,4579.293898,4539.54395,4564.644015,5009800
03/07/13,4473.344238,4511.194286,4467.543953,4511.194286,5154700
04/07/13,4517.694336,4525.793935,4482.793991,4490.543981,6075500
05/07/13,4535.793945,4566.594198,4528.644052,4555.444311,4254400
08/07/13,4501.244141,4515.194318,4470.594278,4511.14403,4651700
09/07/13,4539.944336,4541.994138,4518.89407,4518.89407,4670800
10/07/13,4511.394043,4556.844179,4504.043955,4548.59419,4494000
11/07/13,4586.444336,4600.144025,4562.293976,4562.293976,4294800
12/07/13,4630.944336,4636.694329,4595.344283,4626.043952,4162200
15/07/13,4655.693848,4659.193843,4615.043512,4619.543506,4910000
16/07/13,4596.494141,4604.394033,4573.543975,4586.144056,5492500
17/07/13,4597.694336,4623.543912,4567.444374,4609.094224,6403500
18/07/13,4647.543945,4654.594229,4601.394101,4606.144095,5287700
19/07/13,4632.744141,4662.194299,4627.14405,4661.793909,4977100
22/07/13,4631.094238,4656.543913,4618.644059,4618.644059,3930800
23/07/13,4660.743652,4672.993636,4652.893565,4652.893565,4459200
24/07/13,4588.244141,4635.444276,4570.194359,4629.39399,5088100
25/07/13,4531.793945,4585.444267,4526.244148,4574.143988,6877400
26/07/13,4507.244141,4557.844173,4491.644063,4552.09418,5246100
29/07/13,4459.894043,4500.194283,4456.744145,4496.293897,4634800
30/07/13,4390.344238,4471.944227,4386.644048,4462.494044,5356600
31/07/13,4379.644043,4383.344233,4319.694416,4376.94434,7232600
01/08/13,4353.994141,4428.393943,4322.244183,4402.69427,7006800
02/08/13,4314.944336,4376.793861,4290.144077,4369.344164,6655200
05/08/13,4323.344238,4339.944313,4299.444368,4320.144047,5620700
06/08/13,4214.144531,4305.144415,4199.544452,4305.144415,6170100
07/08/13,4213.844727,4240.494595,4184.844764,4217.794429,6772400
08/08/13,4250.344727,4255.294427,4208.444877,4208.444877,5508600
12/08/13,4293.194336,4311.79392,4249.544005,4279.094258,5341100
13/08/13,4360.644043,4363.694332,4276.094352,4286.74424,5839000
14/08/13,4392.043945,4398.043937,4362.444375,4372.494167,6152200
16/08/13,4224.294434,4368.244446,4217.094736,4365.594547,6309100
19/08/13,4151.944824,4214.544353,4114.844775,4214.544353,5663400
20/08/13,4138.394531,4149.04442,4077.844805,4109.744666,6276500
21/08/13,4069.44458,4209.544249,4048.544705,4202.244454,6603400
22/08/13,4136.094727,4142.694816,4032.144666,4052.944688,6504900
23/08/13,4183.644531,4187.694819,4124.744705,4152.044474,5646700
26/08/13,4194.494629,4227.994586,4179.244648,4203.944812,5389700
27/08/13,4060.69458,4163.294298,4054.694588,4163.294298,6231400
28/08/13,4047.69458,4067.294652,3937.694726,4022.794711,7307100
